"year","state","state_po","state_fips","state_cen","state_ic","office","district","stage","special","candidate","party","writein","mode","candidatevotes","totalvotes","unofficial","version"
1992,"Alabama","AL",1,63,41,"US House",1,"gen",FALSE,"","",TRUE,"total",40,214204,FALSE,20171005
1992,"Alabama","AL",1,63,41,"US House",1,"gen",FALSE,"John R. Garrett","libertarian",FALSE,"total",6548,214204,FALSE,20171005
1992,"Alabama","AL",1,63,41,"US House",1,"gen",FALSE,"Sonny Callahan","republican",FALSE,"total",128874,214204,FALSE,20171005
1992,"Alabama","AL",1,63,41,"US House",1,"gen",FALSE,"William A. Brewer","democrat",FALSE,"total",78742,214204,FALSE,20171005
1992,"Alabama","AL",1,63,41,"US House",2,"gen",FALSE,"","",TRUE,"total",13,228160,FALSE,20171005
1992,"Alabama","AL",1,63,41,"US House",2,"gen",FALSE,"George C. Wallace, Jr.","democrat",FALSE,"total",109335,228160,FALSE,20171005
1992,"Alabama","AL",1,63,41,"US House",2,"gen",FALSE,"Glynn Reeves","libertarian",FALSE,"total",3150,228160,FALSE,20171005
1992,"Alabama","AL",1,63,41,"US House",2,"gen",FALSE,"Malcolm S. Brassell","independent",FALSE,"total",1426,228160,FALSE,20171005
1992,"Alabama","AL",1,63,41,"US House",2,"gen",FALSE,"Richard C. Boone","independent",FALSE,"total",1330,228160,FALSE,20171005
1992,"Alabama","AL",1,63,41,"US House",2,"gen",FALSE,"Terry Everett","republican",FALSE,"total",112906,228160,FALSE,20171005
1992,"Alabama","AL",1,63,41,"US House",3,"gen",FALSE,"","",TRUE,"total",59,197604,FALSE,20171005
1992,"Alabama","AL",1,63,41,"US House",3,"gen",FALSE,"Don Sledge","republican",FALSE,"total",73800,197604,FALSE,20171005
1992,"Alabama","AL",1,63,41,"US House",3,"gen",FALSE,"Glen Browder","democrat",FALSE,"total",119175,197604,FALSE,20171005
1992,"Alabama","AL",1,63,41,"US House",3,"gen",FALSE,"Rodric D. Templeton","libertarian",FALSE,"total",4570,197604,FALSE,20171005
1992,"Alabama","AL",1,63,41,"US House",4,"gen",FALSE,"","",TRUE,"total",36,230523,FALSE,20171005
1992,"Alabama","AL",1,63,41,"US House",4,"gen",FALSE,"Martha ""Mickey"" Strickland","republican",FALSE,"total",66934,230523,FALSE,20171005
1992,"Alabama","AL",1,63,41,"US House",4,"gen",FALSE,"Robert P. King","libertarian",FALSE,"total",5646,230523,FALSE,20171005
1992,"Alabama","AL",1,63,41,"US House",4,"gen",FALSE,"Tom Bevill","democrat",FALSE,"total",157907,230523,FALSE,20171005
1992,"Alabama","AL",1,63,41,"US House",5,"gen",FALSE,"","",TRUE,"total",116,244133,FALSE,20171005
1992,"Alabama","AL",1,63,41,"US House",5,"gen",FALSE,"C. Michael Seibert","libertarian",FALSE,"total",6006,244133,FALSE,20171005
1992,"Alabama","AL",1,63,41,"US House",5,"gen",FALSE,"Robert E. (Bud) Cramer, Jr.","democrat",FALSE,"total",160060,244133,FALSE,20171005
1992,"Alabama","AL",1,63,41,"US House",5,"gen",FALSE,"Terry Smith","republican",FALSE,"total",77951,244133,FALSE,20171005
1992,"Alabama","AL",1,63,41,"US House",6,"gen",FALSE,"","",TRUE,"total",121,280139,FALSE,20171005
1992,"Alabama","AL",1,63,41,"US House",6,"gen",FALSE,"Ben Erdreich","democrat",FALSE,"total",126062,280139,FALSE,20171005
1992,"Alabama","AL",1,63,41,"US House",6,"gen",FALSE,"Carla Cloum","independent",FALSE,"total",4521,280139,FALSE,20171005
1992,"Alabama","AL",1,63,41,"US House",6,"gen",FALSE,"Mark Bodenhausen","libertarian",FALSE,"total",2836,280139,FALSE,20171005
1992,"Alabama","AL",1,63,41,"US House",6,"gen",FALSE,"Spencer T. Bauchus III","republican",FALSE,"total",146599,280139,FALSE,20171005
1992,"Alabama","AL",1,63,41,"US House",7,"gen",FALSE,"","",TRUE,"total",140,207773,FALSE,20171005
1992,"Alabama","AL",1,63,41,"US House",7,"gen",FALSE,"Earl F. Hilliard","democrat",FALSE,"total",144320,207773,FALSE,20171005
1992,"Alabama","AL",1,63,41,"US House",7,"gen",FALSE,"James Chambliss","independent",FALSE,"total",11466,207773,FALSE,20171005
1992,"Alabama","AL",1,63,41,"US House",7,"gen",FALSE,"James M. Lewis","independent",FALSE,"total",12461,207773,FALSE,20171005
1992,"Alabama","AL",1,63,41,"US House",7,"gen",FALSE,"John Hawkins","socialist workers",FALSE,"total",1165,207773,FALSE,20171005
1992,"Alabama","AL",1,63,41,"US House",7,"gen",FALSE,"Kervin Jones","republican",FALSE,"total",36086,207773,FALSE,20171005
1992,"Alabama","AL",1,63,41,"US House",7,"gen",FALSE,"Michael Todd Mayer","libertarian",FALSE,"total",2135,207773,FALSE,20171005
1992,"Alaska","AK",2,94,81,"US House",0,"gen",FALSE,"","",TRUE,"total",311,239116,FALSE,20171005
1992,"Alaska","AK",2,94,81,"US House",0,"gen",FALSE,"Don Young","republican",FALSE,"total",111849,239116,FALSE,20171005
1992,"Alaska","AK",2,94,81,"US House",0,"gen",FALSE,"John Devens","democrat",FALSE,"total",102378,239116,FALSE,20171005
1992,"Alaska","AK",2,94,81,"US House",0,"gen",FALSE,"Michael States","alaskan independence",FALSE,"total",15049,239116,FALSE,20171005
1992,"Alaska","AK",2,94,81,"US House",0,"gen",FALSE,"Mike Milligan","green",FALSE,"total",9529,239116,FALSE,20171005
1992,"Arizona","AZ",4,86,61,"US House",1,"gen",FALSE,"John J. Rhodes III","republican",FALSE,"total",113613,254789,FALSE,20171005
1992,"Arizona","AZ",4,86,61,"US House",1,"gen",FALSE,"Sam Coppersmith","democrat",FALSE,"total",130715,254789,FALSE,20171005
1992,"Arizona","AZ",4,86,61,"US House",1,"gen",FALSE,"Ted Goldstein","natural law",FALSE,"total",10461,254789,FALSE,20171005
1992,"Arizona","AZ",4,86,61,"US House",2,"gen",FALSE,"","",TRUE,"total",5,137378,FALSE,20171005
1992,"Arizona","AZ",4,86,61,"US House",2,"gen",FALSE,"Dan Detaranto","libertarian",FALSE,"total",5423,137378,FALSE,20171005
1992,"Arizona","AZ",4,86,61,"US House",2,"gen",FALSE,"Don Shooter","republican",FALSE,"total",41257,137378,FALSE,20171005
1992,"Arizona","AZ",4,86,61,"US House",2,"gen",FALSE,"Ed Pastor","democrat",FALSE,"total",90693,137378,FALSE,20171005
1992,"Arizona","AZ",4,86,61,"US House",3,"gen",FALSE,"Bob Stump","republican",FALSE,"total",158906,258503,FALSE,20171005
1992,"Arizona","AZ",4,86,61,"US House",3,"gen",FALSE,"Pamela Volponi","natural law",FALSE,"total",10767,258503,FALSE,20171005
1992,"Arizona","AZ",4,86,61,"US House",3,"gen",FALSE,"Roger Hartstone","democrat",FALSE,"total",88830,258503,FALSE,20171005
1992,"Arizona","AZ",4,86,61,"US House",4,"gen",FALSE,"Debbie Collings","independent",FALSE,"total",25553,264066,FALSE,20171005
1992,"Arizona","AZ",4,86,61,"US House",4,"gen",FALSE,"John Kyl","republican",FALSE,"total",156330,264066,FALSE,20171005
1992,"Arizona","AZ",4,86,61,"US House",4,"gen",FALSE,"Tim McDermott","libertarian",FALSE,"total",11611,264066,FALSE,20171005
1992,"Arizona","AZ",4,86,61,"US House",4,"gen",FALSE,"Walter R. Mybeck II","democrat",FALSE,"total",70572,264066,FALSE,20171005
1992,"Arizona","AZ",4,86,61,"US House",5,"gen",FALSE,"Jim Kolbe","republican",FALSE,"total",172867,259813,FALSE,20171005
1992,"Arizona","AZ",4,86,61,"US House",5,"gen",FALSE,"Jim Toevs","democrat",FALSE,"total",77256,259813,FALSE,20171005
1992,"Arizona","AZ",4,86,61,"US House",5,"gen",FALSE,"Perry Willis","libertarian",FALSE,"total",9690,259813,FALSE,20171005
1992,"Arizona","AZ",4,86,61,"US House",6,"gen",FALSE,"Doug Wead","republican",FALSE,"total",97074,233372,FALSE,20171005
1992,"Arizona","AZ",4,86,61,"US House",6,"gen",FALSE,"Karan English","democrat",FALSE,"total",124251,233372,FALSE,20171005
1992,"Arizona","AZ",4,86,61,"US House",6,"gen",FALSE,"Sarah Stannard","independent",FALSE,"total",12047,233372,FALSE,20171005
1992,"Arkansas","AR",5,71,42,"US House",1,"gen",FALSE,"Blanche M. Lambert","democrat",FALSE,"total",149558,214176,FALSE,20171005
1992,"Arkansas","AR",5,71,42,"US House",1,"gen",FALSE,"Terry Hayes","republican",FALSE,"total",64618,214176,FALSE,20171005
1992,"Arkansas","AR",5,71,42,"US House",2,"gen",FALSE,"Dennis Scott","republican",FALSE,"total",53978,208924,FALSE,20171005
1992,"Arkansas","AR",5,71,42,"US House",2,"gen",FALSE,"Ray Thornton","democrat",FALSE,"total",154946,208924,FALSE,20171005
1992,"Arkansas","AR",5,71,42,"US House",3,"gen",FALSE,"","",TRUE,"total",95,249494,FALSE,20171005
1992,"Arkansas","AR",5,71,42,"US House",3,"gen",FALSE,"John VanWinkle","democrat",FALSE,"total",117775,249494,FALSE,20171005
1992,"Arkansas","AR",5,71,42,"US House",3,"gen",FALSE,"Ralph Forbes","independent",FALSE,"total",6329,249494,FALSE,20171005
1992,"Arkansas","AR",5,71,42,"US House",3,"gen",FALSE,"Y. Tim Hutchinson","republican",FALSE,"total",125295,249494,FALSE,20171005
1992,"Arkansas","AR",5,71,42,"US House",4,"gen",FALSE,"Jay Dickey","republican",FALSE,"total",113009,215927,FALSE,20171005
1992,"Arkansas","AR",5,71,42,"US House",4,"gen",FALSE,"W. J. ""Bill"" McCuen","democrat",FALSE,"total",102918,215927,FALSE,20171005
1992,"California","CA",6,93,71,"US House",1,"gen",FALSE,"Dan Hamburg","democrat",FALSE,"total",119676,251206,FALSE,20171005
1992,"California","CA",6,93,71,"US House",1,"gen",FALSE,"Frank D. Riggs","republican",FALSE,"total",113266,251206,FALSE,20171005
1992,"California","CA",6,93,71,"US House",1,"gen",FALSE,"Matthew L. Howard","libertarian",FALSE,"total",7500,251206,FALSE,20171005
1992,"California","CA",6,93,71,"US House",1,"gen",FALSE,"Phil Baldwin","peace and freedom",FALSE,"total",10764,251206,FALSE,20171005
1992,"California","CA",6,93,71,"US House",10,"gen",FALSE,"","",TRUE,"total",92,280429,FALSE,20171005
1992,"California","CA",6,93,71,"US House",10,"gen",FALSE,"Bill Baker","republican",FALSE,"total",145702,280429,FALSE,20171005
1992,"California","CA",6,93,71,"US House",10,"gen",FALSE,"Wendell H. Williams","democrat",FALSE,"total",134635,280429,FALSE,20171005
1992,"California","CA",6,93,71,"US House",11,"gen",FALSE,"Christine Roberts","libertarian",FALSE,"total",13498,198490,FALSE,20171005
1992,"California","CA",6,93,71,"US House",11,"gen",FALSE,"Patricia Garamendi","democrat",FALSE,"total",90539,198490,FALSE,20171005
1992,"California","CA",6,93,71,"US House",11,"gen",FALSE,"Richard W. Pombo","republican",FALSE,"total",94453,198490,FALSE,20171005
1992,"California","CA",6,93,71,"US House",12,"gen",FALSE,"George L. O'Brien","libertarian",FALSE,"total",7782,228407,FALSE,20171005
1992,"California","CA",6,93,71,"US House",12,"gen",FALSE,"Jim Tomlin","republican",FALSE,"total",53278,228407,FALSE,20171005
1992,"California","CA",6,93,71,"US House",12,"gen",FALSE,"Mary Weldon","peace and freedom",FALSE,"total",10142,228407,FALSE,20171005
1992,"California","CA",6,93,71,"US House",12,"gen",FALSE,"Tom Lantos","democrat",FALSE,"total",157205,228407,FALSE,20171005
1992,"California","CA",6,93,71,"US House",13,"gen",FALSE,"Fortney Pete Stark","democrat",FALSE,"total",123795,205516,FALSE,20171005
1992,"California","CA",6,93,71,"US House",13,"gen",FALSE,"Roslyn A. Allen","peace and freedom",FALSE,"total",16768,205516,FALSE,20171005
1992,"California","CA",6,93,71,"US House",13,"gen",FALSE,"Verne Teyler","republican",FALSE,"total",64953,205516,FALSE,20171005
1992,"California","CA",6,93,71,"US House",14,"gen",FALSE,"","",TRUE,"total",15,259222,FALSE,20171005
