"year","state","state_po","state_fips","state_cen","state_ic","office","district","stage","special","candidate","party","writein","mode","candidatevotes","totalvotes","unofficial","version"
1994,"Alabama","AL",1,63,41,"US House",1,"gen",FALSE,"","",TRUE,"total",109,153767,FALSE,20171005
1994,"Alabama","AL",1,63,41,"US House",1,"gen",FALSE,"Don Womack","democrat",FALSE,"total",50227,153767,FALSE,20171005
1994,"Alabama","AL",1,63,41,"US House",1,"gen",FALSE,"Sonny Callahan","republican",FALSE,"total",103431,153767,FALSE,20171005
1994,"Alabama","AL",1,63,41,"US House",2,"gen",FALSE,"","",TRUE,"total",54,169213,FALSE,20171005
1994,"Alabama","AL",1,63,41,"US House",2,"gen",FALSE,"Brian Dowling","democrat",FALSE,"total",44694,169213,FALSE,20171005
1994,"Alabama","AL",1,63,41,"US House",2,"gen",FALSE,"Terry Everett","republican",FALSE,"total",124465,169213,FALSE,20171005
1994,"Alabama","AL",1,63,41,"US House",3,"gen",FALSE,"","",TRUE,"total",64,147745,FALSE,20171005
1994,"Alabama","AL",1,63,41,"US House",3,"gen",FALSE,"Ben Hand","republican",FALSE,"total",53757,147745,FALSE,20171005
1994,"Alabama","AL",1,63,41,"US House",3,"gen",FALSE,"Glen Browder","democrat",FALSE,"total",93924,147745,FALSE,20171005
1994,"Alabama","AL",1,63,41,"US House",4,"gen",FALSE,"","",TRUE,"total",1826,121262,FALSE,20171005
1994,"Alabama","AL",1,63,41,"US House",4,"gen",FALSE,"Tom Bevill","democrat",FALSE,"total",119436,121262,FALSE,20171005
1994,"Alabama","AL",1,63,41,"US House",5,"gen",FALSE,"","",TRUE,"total",77,175693,FALSE,20171005
1994,"Alabama","AL",1,63,41,"US House",5,"gen",FALSE,"Robert E. (Bud) Cramer, Jr.","democrat",FALSE,"total",88693,175693,FALSE,20171005
1994,"Alabama","AL",1,63,41,"US House",5,"gen",FALSE,"Wayne Parker","republican",FALSE,"total",86923,175693,FALSE,20171005
1994,"Alabama","AL",1,63,41,"US House",6,"gen",FALSE,"","",TRUE,"total",145,196222,FALSE,20171005
1994,"Alabama","AL",1,63,41,"US House",6,"gen",FALSE,"Larry Fortenberry","democrat",FALSE,"total",41030,196222,FALSE,20171005
1994,"Alabama","AL",1,63,41,"US House",6,"gen",FALSE,"Spencer Bachus","republican",FALSE,"total",155047,196222,FALSE,20171005
1994,"Alabama","AL",1,63,41,"US House",7,"gen",FALSE,"","",TRUE,"total",153,151117,FALSE,20171005
1994,"Alabama","AL",1,63,41,"US House",7,"gen",FALSE,"Alfred J. Middleton, Sr.","republican",FALSE,"total",34814,151117,FALSE,20171005
1994,"Alabama","AL",1,63,41,"US House",7,"gen",FALSE,"Earl F. Hilliard","democrat",FALSE,"total",116150,151117,FALSE,20171005
1994,"Alaska","AK",2,94,81,"US House",0,"gen",FALSE,"","",TRUE,"total",254,208240,FALSE,20171005
1994,"Alaska","AK",2,94,81,"US House",0,"gen",FALSE,"Don Young","republican",FALSE,"total",118537,208240,FALSE,20171005
1994,"Alaska","AK",2,94,81,"US House",0,"gen",FALSE,"Joni (Jonni) Whitmore","green",FALSE,"total",21277,208240,FALSE,20171005
1994,"Alaska","AK",2,94,81,"US House",0,"gen",FALSE,"Tony Smith","democrat",FALSE,"total",68172,208240,FALSE,20171005
1994,"Arizona","AZ",4,86,61,"US House",1,"gen",FALSE,"Bob Howarth","libertarian",FALSE,"total",8890,180867,FALSE,20171005
1994,"Arizona","AZ",4,86,61,"US House",1,"gen",FALSE,"Chuck Blanchard","democrat",FALSE,"total",70627,180867,FALSE,20171005
1994,"Arizona","AZ",4,86,61,"US House",1,"gen",FALSE,"Matt Salmon","republican",FALSE,"total",101350,180867,FALSE,20171005
1994,"Arizona","AZ",4,86,61,"US House",2,"gen",FALSE,"Ed Pastor","democrat",FALSE,"total",62589,100446,FALSE,20171005
1994,"Arizona","AZ",4,86,61,"US House",2,"gen",FALSE,"James Bertrand","libertarian",FALSE,"total",5060,100446,FALSE,20171005
1994,"Arizona","AZ",4,86,61,"US House",2,"gen",FALSE,"Robert MacDonald","republican",FALSE,"total",32797,100446,FALSE,20171005
1994,"Arizona","AZ",4,86,61,"US House",3,"gen",FALSE,"Bob Stump","republican",FALSE,"total",145396,207335,FALSE,20171005
1994,"Arizona","AZ",4,86,61,"US House",3,"gen",FALSE,"Howard Lee Sprague","democrat",FALSE,"total",61939,207335,FALSE,20171005
1994,"Arizona","AZ",4,86,61,"US House",4,"gen",FALSE,"Carol Cure","democrat",FALSE,"total",69760,193902,FALSE,20171005
1994,"Arizona","AZ",4,86,61,"US House",4,"gen",FALSE,"John B. Shadegg","republican",FALSE,"total",116714,193902,FALSE,20171005
1994,"Arizona","AZ",4,86,61,"US House",4,"gen",FALSE,"Mark J.Yannone","libertarian",FALSE,"total",7428,193902,FALSE,20171005
1994,"Arizona","AZ",4,86,61,"US House",5,"gen",FALSE,"Gary Auerbach","democrat",FALSE,"total",63436,220771,FALSE,20171005
1994,"Arizona","AZ",4,86,61,"US House",5,"gen",FALSE,"Jim Kolbe","republican",FALSE,"total",149514,220771,FALSE,20171005
